Query,PubChem CID,Molecular Weight,Molecular Formula,CID,MolecularFormula,MolecularWeight,SMILES,CanonicalSMILES,IsomericSMILES,InChI,InChIKey,IUPACName,XLogP,ExactMass,MonoisotopicMass,TPSA,Complexity,Charge,HBondDonorCount,HBondAcceptorCount,RotatableBondCount,HeavyAtomCount,IsotopeAtomCount,DefinedAtomStereoCount,UndefinedAtomStereoCount,DefinedBondStereoCount,UndefinedBondStereoCount,CovalentUnitCount,Volume3D,XStericQuadrupole3D,YStericQuadrupole3D,ZStericQuadrupole3D,FeatureAcceptorCount3D,FeatureDonorCount3D,FeatureAnionCount3D,FeatureCationCount3D,FeatureRingCount3D,FeatureHydrophobeCount3D,EffectiveRotorCount3D,ConformerCount3D,Fingerprint2D
CHEMBL370283,135402910,375.7,C13H9Cl3N4OS,135402910.0,C13H9Cl3N4OS,375.7,CC1=NC2=C(C(=O)N1)C(=NN2C3=C(C=C(C=C3Cl)Cl)Cl)SC,CC1=NC2=C(C(=O)N1)C(=NN2C3=C(C=C(C=C3Cl)Cl)Cl)SC,CC1=NC2=C(C(=O)N1)C(=NN2C3=C(C=C(C=C3Cl)Cl)Cl)SC,"InChI=1S/C13H9Cl3N4OS/c1-5-17-11-9(12(21)18-5)13(22-2)19-20(11)10-7(15)3-6(14)4-8(10)16/h3-4H,1-2H3,(H,17,18,21)",BTSZMJKDZCBEGX-UHFFFAOYSA-N,"6-methyl-3-methylsulfanyl-1-(2,4,6-trichlorophenyl)-5H-pyrazolo[3,4-d]pyrimidin-4-one",3.7,373.956265,373.956265,84.6,482.0,0.0,1.0,4.0,2.0,22.0,0.0,0.0,0.0,0.0,0.0,1.0,252.7,7.93,3.88,1.31,2.0,1.0,0.0,0.0,3.0,1.0,2.0,3.0,AAADccBzoABGAAAAAAAAAAAAAAAAAWAAAAAwQAAAAAAAAEABwAAAHgYYAAAADAqB2iCz8ZLIAAiqAidydACSBCNlDRAVmDEwRtiIIGrh29HEpIxgnALIyGcQAAAAAABAAACAABAAAIAAAQAAIAAAAAAAAA==
CHEMBL371095,44405504,466.5,C27H26N6O2,44405504.0,C27H26N6O2,466.5,C1COCCN1CCNC2=NC=C3C(=C2)C(=C(C=N3)C#N)NC4=CC=C(C=C4)OC5=CC=CC=C5,C1COCCN1CCNC2=NC=C3C(=C2)C(=C(C=N3)C#N)NC4=CC=C(C=C4)OC5=CC=CC=C5,C1COCCN1CCNC2=NC=C3C(=C2)C(=C(C=N3)C#N)NC4=CC=C(C=C4)OC5=CC=CC=C5,"InChI=1S/C27H26N6O2/c28-17-20-18-30-25-19-31-26(29-10-11-33-12-14-34-15-13-33)16-24(25)27(20)32-21-6-8-23(9-7-21)35-22-4-2-1-3-5-22/h1-9,16,18-19H,10-15H2,(H,29,31)(H,30,32)",YUYWSKXPXLUJNA-UHFFFAOYSA-N,"6-(2-morpholin-4-ylethylamino)-4-(4-phenoxyanilino)-1,7-naphthyridine-3-carbonitrile",4.4,466.21172409,466.21172409,95.3,680.0,0.0,2.0,8.0,8.0,35.0,0.0,0.0,0.0,0.0,0.0,1.0,363.7,13.62,9.44,1.13,4.0,2.0,0.0,3.0,5.0,0.0,9.2,10.0,AAADceB7sAAAAAAAAAAAAAAAAAAAAAAAAAA8eLECAAAAAACx/AAAHgAQAAAADAzhngY99vPIFACwBzZnZACiiC0xMiAJ2KA+fJiO5uLE+duXPCjs0BPY6C+wQAAOAEAAAAAAAAAAgAAAAAAAAAAAAAAAAA==
CHEMBL371169,5330391,405.9,C21H20ClN7,5330391.0,C21H20ClN7,405.9,C1=CC(=CC(=C1)Cl)NC2=NC(=CN=C2)C3=CC(=CN=C3)NCCCN4C=CC=N4,C1=CC(=CC(=C1)Cl)NC2=NC(=CN=C2)C3=CC(=CN=C3)NCCCN4C=CC=N4,C1=CC(=CC(=C1)Cl)NC2=NC(=CN=C2)C3=CC(=CN=C3)NCCCN4C=CC=N4,"InChI=1S/C21H20ClN7/c22-17-4-1-5-18(11-17)27-21-15-24-14-20(28-21)16-10-19(13-23-12-16)25-6-2-8-29-9-3-7-26-29/h1,3-5,7,9-15,25H,2,6,8H2,(H,27,28)",YHWHYCTUDCULTF-UHFFFAOYSA-N,N-(3-chlorophenyl)-6-[5-(3-pyrazol-1-ylpropylamino)pyridin-3-yl]pyrazin-2-amine,3.2,405.1468714,405.1468714,80.6,482.0,0.0,2.0,6.0,8.0,29.0,0.0,0.0,0.0,0.0,0.0,1.0,308.5,9.49,7.14,1.23,3.0,2.0,0.0,2.0,4.0,0.0,8.0,10.0,AAADceB7gAAEAAAAAAAAAAAAAAAAAWAAAAA8WIAAAAAAAAAB/AAAHAIYAAAADArBHiQ98JLIEACiAzZnZACShC0xlyAZ2KA4dpiIYOLB29GUpAhomALIyCcQAAAOAAAAAAIAAAAAAAAABAAAAAAAAAAAAA==
CHEMBL371206,6540003,403.5,C22H21N5OS,6540003.0,C22H21N5OS,403.5,CC1=CC(=CC(=C1)NC(=O)NC2=CC=C(C=C2)C3=C(SC4=NC=NC(=C34)N)C)C,CC1=CC(=CC(=C1)NC(=O)NC2=CC=C(C=C2)C3=C(SC4=NC=NC(=C34)N)C)C,CC1=CC(=CC(=C1)NC(=O)NC2=CC=C(C=C2)C3=C(SC4=NC=NC(=C34)N)C)C,"InChI=1S/C22H21N5OS/c1-12-8-13(2)10-17(9-12)27-22(28)26-16-6-4-15(5-7-16)18-14(3)29-21-19(18)20(23)24-11-25-21/h4-11H,1-3H3,(H2,23,24,25)(H2,26,27,28)",NWAUBAGBGOPJLF-UHFFFAOYSA-N,"1-[4-(4-amino-6-methylthieno[2,3-d]pyrimidin-5-yl)phenyl]-3-(3,5-dimethylphenyl)urea",4.5,403.14668148,403.14668148,121.0,559.0,0.0,3.0,5.0,3.0,29.0,0.0,0.0,0.0,0.0,0.0,1.0,312.4,26.61,1.96,1.62,2.0,3.0,0.0,2.0,4.0,0.0,5.0,10.0,AAADceB7oABAAAAAAAAAAAAAAAAAASAAAAA8YIAAAAAAAFgB/AAAHgQQAAAADAiBWgQ38dbIEAisAiZjdACD0KlxCrgJ2DAoZJiIKCLg2dGEJAxolAJoyCcQgMAOiAACQAAAAAAQAASAAAAAAAAAAAAAAA==
CHEMBL371239,44406018,326.4,C17H18N4OS,44406018.0,C17H18N4OS,326.4,CN1CCN(CC1)C(=O)C2=CC3=C(NN=C3S2)C4=CC=CC=C4,CN1CCN(CC1)C(=O)C2=CC3=C(NN=C3S2)C4=CC=CC=C4,CN1CCN(CC1)C(=O)C2=CC3=C(NN=C3S2)C4=CC=CC=C4,"InChI=1S/C17H18N4OS/c1-20-7-9-21(10-8-20)17(22)14-11-13-15(18-19-16(13)23-14)12-5-3-2-4-6-12/h2-6,11H,7-10H2,1H3,(H,18,19)",UJXSEZDSHGPMOE-UHFFFAOYSA-N,"(4-methylpiperazin-1-yl)-(3-phenyl-2H-thieno[2,3-c]pyrazol-5-yl)methanone",2.8,326.12013238,326.12013238,80.5,434.0,0.0,1.0,4.0,2.0,23.0,0.0,0.0,0.0,0.0,0.0,1.0,252.0,14.76,2.32,1.48,2.0,1.0,0.0,1.0,4.0,0.0,4.2,10.0,AAADceB7oABAAAAAAAAAAAAAAAAAAWJAAAA8QAAAAAAWAAAB/AAAHgQYAAAADAjB3gQygdNjAAiuAyVyUACTBIBkCBBYuTkoRNgIYLKg1dGUpQxgjgCoyYcYicCeAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA==
CHEMBL371658,11496376,464.6,C28H28N6O,11496376.0,C28H28N6O,464.6,C1COCCN1CCNC2=NC=C3C(=C2)C(=C(C=N3)C#N)NC4=CC=C(C=C4)CC5=CC=CC=C5,C1COCCN1CCNC2=NC=C3C(=C2)C(=C(C=N3)C#N)NC4=CC=C(C=C4)CC5=CC=CC=C5,C1COCCN1CCNC2=NC=C3C(=C2)C(=C(C=N3)C#N)NC4=CC=C(C=C4)CC5=CC=CC=C5,"InChI=1S/C28H28N6O/c29-18-23-19-31-26-20-32-27(30-10-11-34-12-14-35-15-13-34)17-25(26)28(23)33-24-8-6-22(7-9-24)16-21-4-2-1-3-5-21/h1-9,17,19-20H,10-16H2,(H,30,32)(H,31,33)",PXRDIWAVNLQFBI-UHFFFAOYSA-N,"4-(4-benzylanilino)-6-(2-morpholin-4-ylethylamino)-1,7-naphthyridine-3-carbonitrile",4.8,464.23245954,464.23245954,86.1,676.0,0.0,2.0,7.0,8.0,35.0,0.0,0.0,0.0,0.0,0.0,1.0,367.6,13.2,8.5,1.62,3.0,2.0,0.0,3.0,5.0,0.0,9.2,10.0,AAADceB7oAAAAAAAAAAAAAAAAAAAAAAAAAA8eLECAAAAAACx/AAAHgAQAAAADAjhngY98PPIFACwBzZnZACigC0xEiAJ2KA4dJiK4OLA2dGXJAhokALYyC8QgMAOCAAAAAAAAAAQAAAAAAAAAAAAAAAAAA==
CHEMBL372657,5330392,406.9,C20H19ClN8,5330392.0,C20H19ClN8,406.9,C1=CC(=CC(=C1)Cl)NC2=NC(=CN=C2)C3=CC(=CN=C3)NCCCN4C=NC=N4,C1=CC(=CC(=C1)Cl)NC2=NC(=CN=C2)C3=CC(=CN=C3)NCCCN4C=NC=N4,C1=CC(=CC(=C1)Cl)NC2=NC(=CN=C2)C3=CC(=CN=C3)NCCCN4C=NC=N4,"InChI=1S/C20H19ClN8/c21-16-3-1-4-17(8-16)27-20-12-23-11-19(28-20)15-7-18(10-22-9-15)25-5-2-6-29-14-24-13-26-29/h1,3-4,7-14,25H,2,5-6H2,(H,27,28)",QGAMKOCDVQJIEP-UHFFFAOYSA-N,"N-(3-chlorophenyl)-6-[5-[3-(1,2,4-triazol-1-yl)propylamino]pyridin-3-yl]pyrazin-2-amine",2.9,406.1421203,406.1421203,93.4,483.0,0.0,2.0,7.0,8.0,29.0,0.0,0.0,0.0,0.0,0.0,1.0,307.0,9.41,7.16,1.21,2.0,2.0,0.0,4.0,4.0,0.0,8.0,10.0,AAADceB7wAAEAAAAAAAAAAAAAAAAAWAAAAA8WIAAAAAAAAAB/AAAHAIYAAAADArBHiQ98JbIEACiAzZnZACSgC8xl6Ad2KA4dpiIaOLB25GUIAhokALIyCcQAAAOAAAAAAIAAAAAAAAABAAAAAAAAAAAAA==
CHEMBL373101,5330420,539.5,C26H24Cl2N6OS,5330420.0,C26H24Cl2N6OS,539.5,CN1CCN(CC1)CC2=CN=C(C=C2)C3=CC4=NC=C(C(=C4S3)NC5=CC(=C(C=C5Cl)Cl)OC)C#N,CN1CCN(CC1)CC2=CN=C(C=C2)C3=CC4=NC=C(C(=C4S3)NC5=CC(=C(C=C5Cl)Cl)OC)C#N,CN1CCN(CC1)CC2=CN=C(C=C2)C3=CC4=NC=C(C(=C4S3)NC5=CC(=C(C=C5Cl)Cl)OC)C#N,"InChI=1S/C26H24Cl2N6OS/c1-33-5-7-34(8-6-33)15-16-3-4-20(30-13-16)24-11-22-26(36-24)25(17(12-29)14-31-22)32-21-10-23(35-2)19(28)9-18(21)27/h3-4,9-11,13-14H,5-8,15H2,1-2H3,(H,31,32)",IBRPSHUYWHRYQA-UHFFFAOYSA-N,"7-(2,4-dichloro-5-methoxyanilino)-2-[5-[(4-methylpiperazin-1-yl)methyl]pyridin-2-yl]thieno[3,2-b]pyridine-6-carbonitrile",5.3,538.110936,538.110936,106.0,779.0,0.0,1.0,8.0,6.0,36.0,0.0,0.0,0.0,0.0,0.0,1.0,400.6,22.79,5.92,2.23,4.0,1.0,0.0,3.0,5.0,0.0,7.2,10.0,AAADceB7oABGAAAAAAAAAAAAAAAAASAAAAA8WLEAAAAAAFgB/gAAHgYQAAAADA7B3iY+x7PIFAi0BzRnRACjqKAxL3BI2Dw+b5gM5uPl89vUNCxm0Bno6A+Q0MMMACBAAgCACBAAQIAEAQAQIAAAAAAAAA==
CHEMBL373598,11293798,447.9,C20H22ClN5O5,11293798.0,C20H22ClN5O5,447.9,C1CCOC2=CC(=C(C=C2NC(=O)NC3=CN=C(C(=N3)OCC1)C#N)Cl)OCCCO,C1CCOC2=CC(=C(C=C2NC(=O)NC3=CN=C(C(=N3)OCC1)C#N)Cl)OCCCO,C1CCOC2=CC(=C(C=C2NC(=O)NC3=CN=C(C(=N3)OCC1)C#N)Cl)OCCCO,"InChI=1S/C20H22ClN5O5/c21-13-9-14-17(10-16(13)29-8-4-5-27)30-6-2-1-3-7-31-19-15(11-22)23-12-18(25-19)26-20(28)24-14/h9-10,12,27H,1-8H2,(H2,24,25,26,28)",YQKSNDNARJQAHP-UHFFFAOYSA-N,"7-chloro-8-(3-hydroxypropoxy)-3-oxo-11,17-dioxa-2,4,20,22-tetrazatricyclo[16.3.1.05,10]docosa-1(21),5,7,9,18(22),19-hexaene-19-carbonitrile",2.1,447.1309465,447.1309465,139.0,620.0,0.0,3.0,8.0,4.0,31.0,0.0,0.0,0.0,0.0,0.0,1.0,328.4,17.04,4.48,1.48,6.0,3.0,0.0,0.0,2.0,0.0,5.8,10.0,AAADceB7uAAEAAAAAAAAAAAAAAAAAAAAAAA8QAAAAAAAAAABwAAAHgIQCAAACA7hliY99pLIFgC4BTZndASiiC0xd2AB2AA/f4iO92PFspufeCjt1RfY6CewYAwAAGAACAIAGAAAwAAQBAAwAAAAAAAAAA==
CHEMBL373751,11626927,469.5,C22H19N3O5S2,11626927.0,C22H19N3O5S2,469.5,COC1=C(C=C2C(=C1)N=CN2C3=CC(=C(S3)C#N)OCC4=CC=CC=C4S(=O)(=O)C)OC,COC1=C(C=C2C(=C1)N=CN2C3=CC(=C(S3)C#N)OCC4=CC=CC=C4S(=O)(=O)C)OC,COC1=C(C=C2C(=C1)N=CN2C3=CC(=C(S3)C#N)OCC4=CC=CC=C4S(=O)(=O)C)OC,"InChI=1S/C22H19N3O5S2/c1-28-17-8-15-16(9-18(17)29-2)25(13-24-15)22-10-19(20(11-23)31-22)30-12-14-6-4-5-7-21(14)32(3,26)27/h4-10,13H,12H2,1-3H3",LDTAHRLHGHFHKP-UHFFFAOYSA-N,"5-(5,6-dimethoxybenzimidazol-1-yl)-3-[(2-methylsulfonylphenyl)methoxy]thiophene-2-carbonitrile",3.8,469.07661306,469.07661306,140.0,797.0,0.0,0.0,8.0,7.0,32.0,0.0,0.0,0.0,0.0,0.0,1.0,346.3,15.45,5.22,1.7,6.0,0.0,0.0,1.0,4.0,0.0,7.0,10.0,AAADceB7OABgAAAAAAAAAAAAAAAAAWJAAAAwYAAAAAAAAFgB/AAAHgQAAAAADAyh3ga317cMFAq0ByRjZHDjiK1xOrhJ2Do+/JiN7uLkuZuWOCruwBvq6C+w0CMOAEAAAgAEQCAAgAAEAAiAQAAAAAAAAA==
CHEMBL373798,11428396,361.4,C20H16FN5O,11428396.0,C20H16FN5O,361.4,C1=CC(=CC(=C1)F)NC(=O)NC2=CC=C(C=C2)C3=C4C(=CC=C3)NN=C4N,C1=CC(=CC(=C1)F)NC(=O)NC2=CC=C(C=C2)C3=C4C(=CC=C3)NN=C4N,C1=CC(=CC(=C1)F)NC(=O)NC2=CC=C(C=C2)C3=C4C(=CC=C3)NN=C4N,"InChI=1S/C20H16FN5O/c21-13-3-1-4-15(11-13)24-20(27)23-14-9-7-12(8-10-14)16-5-2-6-17-18(16)19(22)26-25-17/h1-11H,(H3,22,25,26)(H2,23,24,27)",DMTDZFGYURLLKX-UHFFFAOYSA-N,1-[4-(3-amino-1H-indazol-4-yl)phenyl]-3-(3-fluorophenyl)urea,3.5,361.13388831,361.13388831,95.8,513.0,0.0,4.0,4.0,3.0,27.0,0.0,0.0,0.0,0.0,0.0,1.0,275.3,23.83,1.65,1.45,1.0,4.0,0.0,1.0,4.0,0.0,5.0,10.0,AAADceB7oQAAAAAAAAAAAAAAAAAAAWAAAAAwYMAAAAAAAFgB9AAAHwAYAAAADAiBHggx8PLjAACqAyZicACSBAIhAgAcuSAwZJiIIKLA0dGEpAh4nAJIyCcQgMAOiAAAQAASAAAQAACAACQAAAAAAAAAAA==
CHEMBL373882,16109001,598.6,C29H30F4N8O2,16109001.0,C29H30F4N8O2,598.6,CNC1=NC=NC(=N1)C2=C(N=CC=C2)OC3=CC(=C(C=C3)F)C(=O)NC4=C(C=CC(=C4)C(F)(F)F)N(C)CCCN(C)C,CNC1=NC=NC(=N1)C2=C(N=CC=C2)OC3=CC(=C(C=C3)F)C(=O)NC4=C(C=CC(=C4)C(F)(F)F)N(C)CCCN(C)C,CNC1=NC=NC(=N1)C2=C(N=CC=C2)OC3=CC(=C(C=C3)F)C(=O)NC4=C(C=CC(=C4)C(F)(F)F)N(C)CCCN(C)C,"InChI=1S/C29H30F4N8O2/c1-34-28-37-17-36-25(39-28)20-7-5-12-35-27(20)43-19-9-10-22(30)21(16-19)26(42)38-23-15-18(29(31,32)33)8-11-24(23)41(4)14-6-13-40(2)3/h5,7-12,15-17H,6,13-14H2,1-4H3,(H,38,42)(H,34,36,37,39)",HHKGVQGXRGQBBA-UHFFFAOYSA-N,"N-[2-[3-(dimethylamino)propyl-methylamino]-5-(trifluoromethyl)phenyl]-2-fluoro-5-[3-[4-(methylamino)-1,3,5-triazin-2-yl]pyridin-2-yl]oxybenzamide",5.1,598.24278488,598.24278488,108.0,871.0,0.0,2.0,13.0,11.0,43.0,0.0,0.0,0.0,0.0,0.0,1.0,443.2,12.64,7.0,3.05,3.0,2.0,0.0,3.0,4.0,0.0,13.0,10.0,AAADceB78cAAAAAAAAAAAAAAAAAAAAAAAAA8eIEAAAAAAAAB9AAAHwAQAAAADAzBmxw/1pfIFACoAjd3dACCiCk1IqAJ2KE+fNiMbvLE/ZueOSju1BPI6Ye62BCOCAABQAAAACAQAAKAAAAAQAAAAAAAAA==
CHEMBL374044,16125233,375.4,C21H18FN5O,16125233.0,C21H18FN5O,375.4,CC1=C(C=CC(=C1)NC(=O)NC2=CC=C(C=C2)C3=C4C(=CC=C3)NN=C4N)F,CC1=C(C=CC(=C1)NC(=O)NC2=CC=C(C=C2)C3=C4C(=CC=C3)NN=C4N)F,CC1=C(C=CC(=C1)NC(=O)NC2=CC=C(C=C2)C3=C4C(=CC=C3)NN=C4N)F,"InChI=1S/C21H18FN5O/c1-12-11-15(9-10-17(12)22)25-21(28)24-14-7-5-13(6-8-14)16-3-2-4-18-19(16)20(23)27-26-18/h2-11H,1H3,(H3,23,26,27)(H2,24,25,28)",HQPNLIKXAPLWBQ-UHFFFAOYSA-N,1-[4-(3-amino-1H-indazol-4-yl)phenyl]-3-(4-fluoro-3-methylphenyl)urea,3.9,375.14953838,375.14953838,95.8,541.0,0.0,4.0,4.0,3.0,28.0,0.0,0.0,0.0,0.0,0.0,1.0,287.9,26.69,1.6,1.35,1.0,4.0,0.0,1.0,4.0,0.0,5.0,10.0,AAADceB7oQAAAAAAAAAAAAAAAAAAAWAAAAAwYMAAAAAAAFgB9AAAHwAYAAAADAiBHggz8PLjAACqAyZicACSBAIhAgAcuSAwZJiIIKLA0dGEpAh4nAJIyCcQgMAOiAAAQAASAAAQAACAACQAAAAAAAAAAA==
CHEMBL374581,16105503,324.4,C22H16N2O,16105503.0,C22H16N2O,324.4,C1CC2=C(C3=C(C4=C2NC5=CC=CC=C54)C(=O)NC3)C6=CC=CC=C61,C1CC2=C(C3=C(C4=C2NC5=CC=CC=C54)C(=O)NC3)C6=CC=CC=C61,C1CC2=C(C3=C(C4=C2NC5=CC=CC=C54)C(=O)NC3)C6=CC=CC=C61,"InChI=1S/C22H16N2O/c25-22-20-16(11-23-22)18-13-6-2-1-5-12(13)9-10-15(18)21-19(20)14-7-3-4-8-17(14)24-21/h1-8,24H,9-11H2,(H,23,25)",RAOJISQDGOOXTK-UHFFFAOYSA-N,"3,13-diazahexacyclo[14.8.0.02,10.04,9.011,15.017,22]tetracosa-1(16),2(10),4,6,8,11(15),17,19,21-nonaen-12-one",4.2,324.126263138,324.126263138,44.9,562.0,0.0,2.0,1.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,1.0,254.9,10.95,3.35,0.68,1.0,2.0,0.0,1.0,6.0,0.0,0.8,1.0,AAADceB7IAAAAAAAAAAAAAAAAAAAAWLAAAAwYMGAAAAAAFjB/AAAHgAQAAAADAjBngQwwPLJkACoAyVyVACCgCAlAiAImaE4ZNgIIPLAlZGEIQhglgDIyQccicCeyAACQAASAACQAASAACQAAAAAAAAAAA==
CHEMBL375284,16125042,342.4,C21H18N4O,16125042.0,C21H18N4O,342.4,CC1=CC(=CC=C1)NC(=O)NC2=CC=C(C=C2)C3=C4C=NNC4=CC=C3,CC1=CC(=CC=C1)NC(=O)NC2=CC=C(C=C2)C3=C4C=NNC4=CC=C3,CC1=CC(=CC=C1)NC(=O)NC2=CC=C(C=C2)C3=C4C=NNC4=CC=C3,"InChI=1S/C21H18N4O/c1-14-4-2-5-17(12-14)24-21(26)23-16-10-8-15(9-11-16)18-6-3-7-20-19(18)13-22-25-20/h2-13H,1H3,(H,22,25)(H2,23,24,26)",PJSBFZAYJQMORO-UHFFFAOYSA-N,1-[4-(1H-indazol-4-yl)phenyl]-3-(3-methylphenyl)urea,4.1,342.14806121,342.14806121,69.8,477.0,0.0,3.0,2.0,3.0,26.0,0.0,0.0,0.0,0.0,0.0,1.0,273.3,25.76,1.49,1.33,2.0,3.0,0.0,0.0,4.0,0.0,5.0,10.0,AAADceB7oAAAAAAAAAAAAAAAAAAAAWAAAAAwYMAAAAAAAFgB9AAAHgAYAAAADAjBHgQ/wPLjAACqAzRnUACSBAAhggAYuSAwZJiIIKLA0dGEpAhonAJIyCcQgMAOiAAAQAASAAAQAACAACQAAAAAAAAAAA==
CHEMBL376967,44410954,475.0,C23H28ClFN6O2,44410954.0,C23H28ClFN6O2,475.0,C[C@@H](C(=O)N)N(CCN(C)C)CC1=CC2=C(C=C1OC)N=CN=C2NC3=C(C(=CC=C3)Cl)F,CC(C(=O)N)N(CCN(C)C)CC1=CC2=C(C=C1OC)N=CN=C2NC3=C(C(=CC=C3)Cl)F,C[C@@H](C(=O)N)N(CCN(C)C)CC1=CC2=C(C=C1OC)N=CN=C2NC3=C(C(=CC=C3)Cl)F,"InChI=1S/C23H28ClFN6O2/c1-14(22(26)32)31(9-8-30(2)3)12-15-10-16-19(11-20(15)33-4)27-13-28-23(16)29-18-7-5-6-17(24)21(18)25/h5-7,10-11,13-14H,8-9,12H2,1-4H3,(H2,26,32)(H,27,28,29)/t14-/m0/s1",AYNCWLOKRFSIND-AWEZNQCLSA-N,(2S)-2-[[4-(3-chloro-2-fluoroanilino)-7-methoxyquinazolin-6-yl]methyl-[2-(dimethylamino)ethyl]amino]propanamide,3.3,474.19463,474.19463,96.6,632.0,0.0,2.0,8.0,10.0,33.0,0.0,1.0,0.0,0.0,0.0,1.0,357.2,17.35,4.39,2.15,2.0,2.0,0.0,4.0,3.0,0.0,10.0,10.0,AAADceB7sQAEAAAAAAAAAAAAAAAAAAAAAAA8YIAAAAAAAACx9AAAHwIQAAAADC7Bni439vfIFACoAydzdACCiCkxJ6AJ2CG+bpiMbuLF+/uUNChu0BvI6CeQ0GMOKAACAgIKAABQAAQEBBQAAAAAAAAAAA==
CHEMBL377383,16007116,383.9,C16H18ClN3O4S,16007116.0,C16H18ClN3O4S,383.9,CCOC1=C(C(=CC(=N1)C(=O)NCC2=CC=C(C=C2)S(=O)(=O)C)N)Cl,CCOC1=C(C(=CC(=N1)C(=O)NCC2=CC=C(C=C2)S(=O)(=O)C)N)Cl,CCOC1=C(C(=CC(=N1)C(=O)NCC2=CC=C(C=C2)S(=O)(=O)C)N)Cl,"InChI=1S/C16H18ClN3O4S/c1-3-24-16-14(17)12(18)8-13(20-16)15(21)19-9-10-4-6-11(7-5-10)25(2,22)23/h4-8H,3,9H2,1-2H3,(H2,18,20)(H,19,21)",ZVDDPXIWKBBCQE-UHFFFAOYSA-N,4-amino-5-chloro-6-ethoxy-N-[(4-methylsulfonylphenyl)methyl]pyridine-2-carboxamide,1.8,383.0706549,383.0706549,120.0,546.0,0.0,2.0,6.0,6.0,25.0,0.0,0.0,0.0,0.0,0.0,1.0,277.9,15.67,3.03,2.03,5.0,2.0,0.0,1.0,2.0,0.0,7.0,10.0,AAADceB7OABEAAAAAAAAAAAAAAAAAAAAAAA8QAAAAAAAAAABwAAAHgYQAAAADArh3iayxZLIFAqoAyVyVHDCiCAnLnAImLm8b9gMZnPl9/vePSjm1hnI6Yec2AEOEAAAAAAAAAAgAAAAAAAAAAAAAAAAAA==
CHEMBL377408,11846125,375.4,C16H17N5O4S,11846125.0,C16H17N5O4S,375.4,CCOC1=C(C(=CC(=N1)C(=O)NCC2=CC=CC=C2S(=O)(=O)N)N)C#N,CCOC1=C(C(=CC(=N1)C(=O)NCC2=CC=CC=C2S(=O)(=O)N)N)C#N,CCOC1=C(C(=CC(=N1)C(=O)NCC2=CC=CC=C2S(=O)(=O)N)N)C#N,"InChI=1S/C16H17N5O4S/c1-2-25-16-11(8-17)12(18)7-13(21-16)15(22)20-9-10-5-3-4-6-14(10)26(19,23)24/h3-7H,2,9H2,1H3,(H2,18,21)(H,20,22)(H2,19,23,24)",FTIAKTLRFKSDFR-UHFFFAOYSA-N,4-amino-5-cyano-6-ethoxy-N-[(2-sulfamoylphenyl)methyl]pyridine-2-carboxamide,0.8,375.10012521,375.10012521,170.0,641.0,0.0,3.0,8.0,6.0,26.0,0.0,0.0,0.0,0.0,0.0,1.0,276.7,12.57,3.33,1.74,6.0,3.0,0.0,1.0,2.0,0.0,7.0,10.0,AAADceB7uABAAAAAAAAAAAAAAAAAAAAAAAA8QAAAAAAAAAABwAAAHgQQQAAADAjh3gYyxZLIFAK4ByVyVHDiiDAnIiAImLm8bNgM5nLE9fuePSjm1hnI6Y+c2AEOAAAAAAAEAAAAAAAAAAgAAAAAAAAAAA==
CHEMBL377734,11632737,401.4,C19H17F2N5OS,11632737.0,C19H17F2N5OS,401.4,C1CC1NC(=O)C2=CC(=C(C=C2F)F)NCC3=CN=C(S3)NC4=CC=CC=N4,C1CC1NC(=O)C2=CC(=C(C=C2F)F)NCC3=CN=C(S3)NC4=CC=CC=N4,C1CC1NC(=O)C2=CC(=C(C=C2F)F)NCC3=CN=C(S3)NC4=CC=CC=N4,"InChI=1S/C19H17F2N5OS/c20-14-8-15(21)16(7-13(14)18(27)25-11-4-5-11)23-9-12-10-24-19(28-12)26-17-3-1-2-6-22-17/h1-3,6-8,10-11,23H,4-5,9H2,(H,25,27)(H,22,24,26)",CUPLTRAPYIXFAX-UHFFFAOYSA-N,"N-cyclopropyl-2,4-difluoro-5-[[2-(pyridin-2-ylamino)-1,3-thiazol-5-yl]methylamino]benzamide",3.6,401.11218768,401.11218768,107.0,540.0,0.0,3.0,8.0,7.0,28.0,0.0,0.0,0.0,0.0,0.0,1.0,298.4,30.34,2.19,1.06,2.0,3.0,0.0,2.0,3.0,0.0,8.6,10.0,AAADceB7oYBAAAAAAAAAAAAAGAAAAWAAAAA8QAAAAAAAAAAB8AAAHwQQAAAADCjB2gw98ZLIEAisAjd3dACC8Kl1CjlJ2K04ZNiIIPLA3ZGEIQholgLIyacciACOAAAAQAAAAAAAAACAAAAAAAAAAAAAAA==
