UniProt Accession,PDB ID,Status,Source
P06241,1SHF,✅ Downloaded from PDB,KIBA
P06241,1ZBJ,✅ Downloaded from PDB,KIBA
P06241,2DQ7,✅ Downloaded from PDB,KIBA
P06241,2MQI,✅ Downloaded from PDB,KIBA
P06241,2MRJ,✅ Downloaded from PDB,KIBA
P06241,2MRK,✅ Downloaded from PDB,KIBA
P06241,3H0F,✅ Downloaded from PDB,KIBA
P06241,3H0H,✅ Downloaded from PDB,KIBA
P06241,3H0I,✅ Downloaded from PDB,KIBA
P06241,3UA6,✅ Downloaded from PDB,KIBA
P06241,3UA7,✅ Downloaded from PDB,KIBA
P06241,4D8D,✅ Downloaded from PDB,KIBA
P06241,4EIK,✅ Downloaded from PDB,KIBA
P06241,4U17,✅ Downloaded from PDB,KIBA
P06241,4U1P,✅ Downloaded from PDB,KIBA
P06241,4ZNX,✅ Downloaded from PDB,KIBA
P06241,5ZAU,"⚠️ PDB Exception: HTTPSConnectionPool(host='files.rcsb.org', port=443): Read timed out. (read timeout=10)",KIBA
P06241,6EDF,✅ Downloaded from PDB,KIBA
P06241,6IPY,✅ Downloaded from PDB,KIBA
P06241,6IPZ,✅ Downloaded from PDB,KIBA
P06241,7A2J,✅ Downloaded from PDB,KIBA
P06241,7A2K,✅ Downloaded from PDB,KIBA
P06241,7A2L,✅ Downloaded from PDB,KIBA
P06241,7A2M,✅ Downloaded from PDB,KIBA
P06241,7A2N,✅ Downloaded from PDB,KIBA
P06241,7A2O,✅ Downloaded from PDB,KIBA
P06241,7A2P,✅ Downloaded from PDB,KIBA
P06241,7A2Q,✅ Downloaded from PDB,KIBA
P06241,7A2R,✅ Downloaded from PDB,KIBA
P06241,7A2S,✅ Downloaded from PDB,KIBA
P06241,7A2T,✅ Downloaded from PDB,KIBA
P06241,7A2U,✅ Downloaded from PDB,KIBA
P06241,7A2V,✅ Downloaded from PDB,KIBA
P06241,7A2W,✅ Downloaded from PDB,KIBA
P06241,7A2X,✅ Downloaded from PDB,KIBA
P06241,7A2Y,✅ Downloaded from PDB,KIBA
P06241,7A2Z,✅ Downloaded from PDB,KIBA
P06241,7UD6,✅ Downloaded from PDB,KIBA
P06241,8KDX,✅ Downloaded from PDB,KIBA
P06493,4Y72,✅ Downloaded from PDB,KIBA
P06493,4YC3,✅ Downloaded from PDB,KIBA
P06493,4YC6,✅ Downloaded from PDB,KIBA
P06493,5HQ0,✅ Downloaded from PDB,KIBA
P06493,5LQF,✅ Downloaded from PDB,KIBA
P06493,6GU2,✅ Downloaded from PDB,KIBA
P06493,6GU3,✅ Downloaded from PDB,KIBA
P06493,6GU4,✅ Downloaded from PDB,KIBA
P06493,6GU6,✅ Downloaded from PDB,KIBA
P06493,6GU7,✅ Downloaded from PDB,KIBA
P06493,6TWN,✅ Downloaded from PDB,KIBA
P06493,7NJ0,✅ Downloaded from PDB,KIBA
P07332,1WQU,✅ Downloaded from PDB,KIBA
P07332,2DCR,✅ Downloaded from PDB,KIBA
P07332,3BKB,✅ Downloaded from PDB,KIBA
P07332,3CBL,✅ Downloaded from PDB,KIBA
P07332,3CD3,✅ Downloaded from PDB,KIBA
P07332,4DYL,✅ Downloaded from PDB,KIBA
P07332,4E93,✅ Downloaded from PDB,KIBA
P07332,6JMF,✅ Downloaded from PDB,KIBA
P07332,7T1K,✅ Downloaded from PDB,KIBA
P07332,7T1L,✅ Downloaded from PDB,KIBA
P07332,8X2T,✅ Downloaded from PDB,KIBA
P07333,2I0V,✅ Downloaded from PDB,KIBA
P07333,2I0Y,✅ Downloaded from PDB,KIBA
P07333,2I1M,✅ Downloaded from PDB,KIBA
P07333,2OGV,✅ Downloaded from PDB,KIBA
P07333,3BEA,✅ Downloaded from PDB,KIBA
P07333,3DPK,✅ Downloaded from PDB,KIBA
P07333,3KRJ,✅ Downloaded from PDB,KIBA
P07333,3KRL,✅ Downloaded from PDB,KIBA
P07333,3LCD,✅ Downloaded from PDB,KIBA
P07333,3LCO,✅ Downloaded from PDB,KIBA
P07333,4DKD,✅ Downloaded from PDB,KIBA
P07333,4HW7,✅ Downloaded from PDB,KIBA
P07333,4LIQ,✅ Downloaded from PDB,KIBA
P07333,4R7H,✅ Downloaded from PDB,KIBA
P07333,4R7I,✅ Downloaded from PDB,KIBA
P07333,4WRL,✅ Downloaded from PDB,KIBA
P07333,4WRM,✅ Downloaded from PDB,KIBA
P07333,6IG8,✅ Downloaded from PDB,KIBA
P07333,6N33,✅ Downloaded from PDB,KIBA
P07333,6T2W,✅ Downloaded from PDB,KIBA
P07333,6WXJ,✅ Downloaded from PDB,KIBA
P07333,7MFC,✅ Downloaded from PDB,KIBA
P07333,8CGC,✅ Downloaded from PDB,KIBA
P07333,8JOT,✅ Downloaded from PDB,KIBA
P07333,8W1L,❌ PDB Download failed,KIBA
P07947,2HDA,✅ Downloaded from PDB,KIBA
P07948,1W1F,✅ Downloaded from PDB,KIBA
P07948,1WA7,✅ Downloaded from PDB,KIBA
P07948,3A4O,✅ Downloaded from PDB,KIBA
P07948,5XY1,✅ Downloaded from PDB,KIBA
P07948,6NMW,✅ Downloaded from PDB,KIBA
P07948,8WFF,✅ Downloaded from PDB,KIBA
P07949,2IVS,✅ Downloaded from PDB,KIBA
P07949,2IVT,✅ Downloaded from PDB,KIBA
P07949,2IVU,✅ Downloaded from PDB,KIBA
P07949,2IVV,✅ Downloaded from PDB,KIBA
P07949,2X2K,✅ Downloaded from PDB,KIBA
P07949,2X2L,✅ Downloaded from PDB,KIBA
P07949,2X2M,✅ Downloaded from PDB,KIBA
P07949,2X2U,✅ Downloaded from PDB,KIBA
P07949,4CKI,✅ Downloaded from PDB,KIBA
P07949,4CKJ,✅ Downloaded from PDB,KIBA
P07949,4UX8,✅ Downloaded from PDB,KIBA
P07949,5AMN,✅ Downloaded from PDB,KIBA
P07949,5FM2,✅ Downloaded from PDB,KIBA
P07949,5FM3,✅ Downloaded from PDB,KIBA
P07949,6FEK,✅ Downloaded from PDB,KIBA
P07949,6GL7,✅ Downloaded from PDB,KIBA
P07949,6I82,✅ Downloaded from PDB,KIBA
P07949,6I83,✅ Downloaded from PDB,KIBA
P07949,6NE7,✅ Downloaded from PDB,KIBA
P07949,6NEC,✅ Downloaded from PDB,KIBA
P07949,6NJA,✅ Downloaded from PDB,KIBA
P07949,6Q2J,✅ Downloaded from PDB,KIBA
P07949,6Q2N,✅ Downloaded from PDB,KIBA
P07949,6Q2O,✅ Downloaded from PDB,KIBA
P07949,6Q2R,✅ Downloaded from PDB,KIBA
P07949,6Q2S,✅ Downloaded from PDB,KIBA
P07949,6VHG,✅ Downloaded from PDB,KIBA
P07949,7DU8,✅ Downloaded from PDB,KIBA
P07949,7DU9,✅ Downloaded from PDB,KIBA
P07949,7DUA,✅ Downloaded from PDB,KIBA
P07949,7JU5,✅ Downloaded from PDB,KIBA
P07949,7JU6,✅ Downloaded from PDB,KIBA
P07949,7NZN,✅ Downloaded from PDB,KIBA
P07949,7RUN,✅ Downloaded from PDB,KIBA
P08069,1IGR,✅ Downloaded from PDB,KIBA
P08069,1JQH,✅ Downloaded from PDB,KIBA
P08069,1K3A,✅ Downloaded from PDB,KIBA
P08069,1M7N,✅ Downloaded from PDB,KIBA
P08069,1P4O,✅ Downloaded from PDB,KIBA
P08069,2OJ9,✅ Downloaded from PDB,KIBA
P08069,2ZM3,✅ Downloaded from PDB,KIBA
P08069,3D94,✅ Downloaded from PDB,KIBA
P08069,3F5P,✅ Downloaded from PDB,KIBA
P08069,3I81,✅ Downloaded from PDB,KIBA
P08069,3LVP,✅ Downloaded from PDB,KIBA
P08069,3LW0,✅ Downloaded from PDB,KIBA
P08069,3NW5,✅ Downloaded from PDB,KIBA
P08069,3NW6,✅ Downloaded from PDB,KIBA
P08069,3NW7,✅ Downloaded from PDB,KIBA
P08069,3O23,✅ Downloaded from PDB,KIBA
P08069,3QQU,✅ Downloaded from PDB,KIBA
P08069,4D2R,✅ Downloaded from PDB,KIBA
P08069,4XSS,✅ Downloaded from PDB,KIBA
P08069,5FXQ,✅ Downloaded from PDB,KIBA
P08069,5FXR,✅ Downloaded from PDB,KIBA
P08069,5FXS,✅ Downloaded from PDB,KIBA
P08069,5HZN,✅ Downloaded from PDB,KIBA
P08069,5U8Q,✅ Downloaded from PDB,KIBA
P08069,5U8R,✅ Downloaded from PDB,KIBA
P08069,6JK8,✅ Downloaded from PDB,KIBA
P08069,6VWG,✅ Downloaded from PDB,KIBA
P08069,6VWH,✅ Downloaded from PDB,KIBA
P08069,6VWI,✅ Downloaded from PDB,KIBA
P08069,6VWJ,✅ Downloaded from PDB,KIBA
P08069,7PH8,✅ Downloaded from PDB,KIBA
P08069,7S0Q,✅ Downloaded from PDB,KIBA
P08069,7S8V,✅ Downloaded from PDB,KIBA
P08069,7U23,✅ Downloaded from PDB,KIBA
P08069,7V3P,✅ Downloaded from PDB,KIBA
P08069,7XGD,✅ Downloaded from PDB,KIBA
P08069,7XLC,✅ Downloaded from PDB,KIBA
P08069,7YRR,✅ Downloaded from PDB,KIBA
P08069,8PYI,❌ PDB Download failed,KIBA
P08069,8PYJ,❌ PDB Download failed,KIBA
P08069,8PYK,❌ PDB Download failed,KIBA
P08069,8PYL,❌ PDB Download failed,KIBA
P08069,8PYM,❌ PDB Download failed,KIBA
P08069,8PYN,❌ PDB Download failed,KIBA
P08069,8TAN,✅ Downloaded from PDB,KIBA
P08581,1FYR,✅ Downloaded from PDB,KIBA
P08581,1R0P,✅ Downloaded from PDB,KIBA
P08581,1R1W,✅ Downloaded from PDB,KIBA
P08581,1SHY,✅ Downloaded from PDB,KIBA
P08581,1SSL,✅ Downloaded from PDB,KIBA
P08581,2G15,✅ Downloaded from PDB,KIBA
P08581,2RFN,✅ Downloaded from PDB,KIBA
P08581,2RFS,✅ Downloaded from PDB,KIBA
P08581,2UZX,✅ Downloaded from PDB,KIBA
P08581,2UZY,✅ Downloaded from PDB,KIBA
P08581,2WD1,✅ Downloaded from PDB,KIBA
P08581,2WGJ,✅ Downloaded from PDB,KIBA
P08581,2WKM,✅ Downloaded from PDB,KIBA
P08581,3A4P,✅ Downloaded from PDB,KIBA
P08581,3BUX,✅ Downloaded from PDB,KIBA
P08581,3C1X,✅ Downloaded from PDB,KIBA
P08581,3CCN,✅ Downloaded from PDB,KIBA
P08581,3CD8,✅ Downloaded from PDB,KIBA
P08581,3CE3,✅ Downloaded from PDB,KIBA
P08581,3CTH,✅ Downloaded from PDB,KIBA
P08581,3CTJ,✅ Downloaded from PDB,KIBA
P08581,3DKC,✅ Downloaded from PDB,KIBA
P08581,3DKF,✅ Downloaded from PDB,KIBA
P08581,3DKG,✅ Downloaded from PDB,KIBA
P08581,3EFJ,✅ Downloaded from PDB,KIBA
P08581,3EFK,✅ Downloaded from PDB,KIBA
P08581,3F66,✅ Downloaded from PDB,KIBA
P08581,3F82,✅ Downloaded from PDB,KIBA
P08581,3I5N,✅ Downloaded from PDB,KIBA
P08581,3L8V,✅ Downloaded from PDB,KIBA
P08581,3LQ8,✅ Downloaded from PDB,KIBA
P08581,3Q6U,✅ Downloaded from PDB,KIBA
P08581,3Q6W,✅ Downloaded from PDB,KIBA
P08581,3QTI,✅ Downloaded from PDB,KIBA
P08581,3R7O,✅ Downloaded from PDB,KIBA
P08581,3RHK,✅ Downloaded from PDB,KIBA
P08581,3U6H,✅ Downloaded from PDB,KIBA
P08581,3U6I,✅ Downloaded from PDB,KIBA
P08581,3VW8,✅ Downloaded from PDB,KIBA
P08581,3ZBX,✅ Downloaded from PDB,KIBA
P08581,3ZC5,✅ Downloaded from PDB,KIBA
P08581,3ZCL,✅ Downloaded from PDB,KIBA
P08581,3ZXZ,✅ Downloaded from PDB,KIBA
P08581,3ZZE,✅ Downloaded from PDB,KIBA
P08581,4AOI,✅ Downloaded from PDB,KIBA
P08581,4AP7,✅ Downloaded from PDB,KIBA
P08581,4DEG,✅ Downloaded from PDB,KIBA
P08581,4DEH,✅ Downloaded from PDB,KIBA
P08581,4DEI,✅ Downloaded from PDB,KIBA
P08581,4EEV,✅ Downloaded from PDB,KIBA
P08581,4GG5,✅ Downloaded from PDB,KIBA
P08581,4GG7,✅ Downloaded from PDB,KIBA
P08581,4IWD,✅ Downloaded from PDB,KIBA
P08581,4K3J,✅ Downloaded from PDB,KIBA
P08581,4KNB,✅ Downloaded from PDB,KIBA
P08581,4MXC,✅ Downloaded from PDB,KIBA
P08581,4O3T,✅ Downloaded from PDB,KIBA
P08581,4O3U,✅ Downloaded from PDB,KIBA
P08581,4R1V,✅ Downloaded from PDB,KIBA
P08581,4R1Y,✅ Downloaded from PDB,KIBA
P08581,4XMO,✅ Downloaded from PDB,KIBA
P08581,4XYF,✅ Downloaded from PDB,KIBA
P08581,5DG5,✅ Downloaded from PDB,KIBA
P08581,5EOB,"⚠️ PDB Exception: HTTPSConnectionPool(host='files.rcsb.org', port=443): Read timed out. (read timeout=10)",KIBA
P08581,5EYC,✅ Downloaded from PDB,KIBA
P08581,5EYD,✅ Downloaded from PDB,KIBA
P08581,5HLW,✅ Downloaded from PDB,KIBA
P08581,5HNI,✅ Downloaded from PDB,KIBA
P08581,5HO6,✅ Downloaded from PDB,KIBA
P08581,5HOA,✅ Downloaded from PDB,KIBA
P08581,5HOR,✅ Downloaded from PDB,KIBA
P08581,5HTI,✅ Downloaded from PDB,KIBA
P08581,5LSP,✅ Downloaded from PDB,KIBA
P08581,5T3Q,✅ Downloaded from PDB,KIBA
P08581,5UAB,✅ Downloaded from PDB,KIBA
P08581,5UAD,✅ Downloaded from PDB,KIBA
P08581,5YA5,✅ Downloaded from PDB,KIBA
P08581,6GCU,✅ Downloaded from PDB,KIBA
P08581,6I04,✅ Downloaded from PDB,KIBA
P08581,6SD9,✅ Downloaded from PDB,KIBA
P08581,6SDC,✅ Downloaded from PDB,KIBA
P08581,6SDD,✅ Downloaded from PDB,KIBA
P08581,6SDE,✅ Downloaded from PDB,KIBA
P08581,6UBW,✅ Downloaded from PDB,KIBA
P08581,6WVZ,✅ Downloaded from PDB,KIBA
P08581,7B3Q,✅ Downloaded from PDB,KIBA
P08581,7B3T,✅ Downloaded from PDB,KIBA
P08581,7B3V,✅ Downloaded from PDB,KIBA
P08581,7B3W,✅ Downloaded from PDB,KIBA
P08581,7B3Z,✅ Downloaded from PDB,KIBA
P08581,7B40,✅ Downloaded from PDB,KIBA
P08581,7B41,✅ Downloaded from PDB,KIBA
P08581,7B42,"⚠️ PDB Exception: HTTPSConnectionPool(host='files.rcsb.org', port=443): Read timed out. (read timeout=10)",KIBA
P08581,7B43,✅ Downloaded from PDB,KIBA
P08581,7B44,✅ Downloaded from PDB,KIBA
P08581,7MO7,✅ Downloaded from PDB,KIBA
P08581,7MO8,✅ Downloaded from PDB,KIBA
P08581,7MO9,✅ Downloaded from PDB,KIBA
P08581,7MOA,✅ Downloaded from PDB,KIBA
P08581,7MOB,✅ Downloaded from PDB,KIBA
P08581,7V3R,✅ Downloaded from PDB,KIBA
P08581,7V3S,✅ Downloaded from PDB,KIBA
P08581,7Y4T,✅ Downloaded from PDB,KIBA
P08581,7Y4U,✅ Downloaded from PDB,KIBA
P08581,8AN8,✅ Downloaded from PDB,KIBA
P08581,8ANS,✅ Downloaded from PDB,KIBA
P08581,8AU3,✅ Downloaded from PDB,KIBA
P08581,8AU5,✅ Downloaded from PDB,KIBA
P08581,8AW1,✅ Downloaded from PDB,KIBA
P08581,8GVJ,✅ Downloaded from PDB,KIBA
P08581,8K78,✅ Downloaded from PDB,KIBA
P08581,8OUU,✅ Downloaded from PDB,KIBA
P08581,8OUV,✅ Downloaded from PDB,KIBA
P08581,8OV7,✅ Downloaded from PDB,KIBA
P08581,8OVZ,✅ Downloaded from PDB,KIBA
P08581,8OW3,✅ Downloaded from PDB,KIBA
P08581,8OWG,✅ Downloaded from PDB,KIBA
P08581,9C1R,❌ PDB Download failed,KIBA
P08631,1AD5,✅ Downloaded from PDB,KIBA
P08631,1BU1,✅ Downloaded from PDB,KIBA
P08631,1QCF,✅ Downloaded from PDB,KIBA
P08631,2C0I,✅ Downloaded from PDB,KIBA
P08631,2C0O,✅ Downloaded from PDB,KIBA
P08631,2C0T,✅ Downloaded from PDB,KIBA
P08631,2HCK,✅ Downloaded from PDB,KIBA
P08631,2HK5,✅ Downloaded from PDB,KIBA
P08631,2OI3,✅ Downloaded from PDB,KIBA
P08631,2OJ2,✅ Downloaded from PDB,KIBA
P08631,3HCK,✅ Downloaded from PDB,KIBA
P08631,3NHN,✅ Downloaded from PDB,KIBA
P08631,3RBB,✅ Downloaded from PDB,KIBA
P08631,3REA,✅ Downloaded from PDB,KIBA
P08631,3REB,✅ Downloaded from PDB,KIBA
P08631,3VRY,✅ Downloaded from PDB,KIBA
P08631,3VRZ,✅ Downloaded from PDB,KIBA
P08631,3VS0,✅ Downloaded from PDB,KIBA
P08631,3VS1,✅ Downloaded from PDB,KIBA
P08631,3VS2,✅ Downloaded from PDB,KIBA
P08631,3VS3,✅ Downloaded from PDB,KIBA
P08631,3VS4,✅ Downloaded from PDB,KIBA
P08631,3VS5,✅ Downloaded from PDB,KIBA
P08631,3VS6,✅ Downloaded from PDB,KIBA
P08631,3VS7,✅ Downloaded from PDB,KIBA
P08631,4HCK,✅ Downloaded from PDB,KIBA
P08631,4LUD,✅ Downloaded from PDB,KIBA
P08631,4LUE,✅ Downloaded from PDB,KIBA
P08631,4ORZ,✅ Downloaded from PDB,KIBA
P08631,4U5W,✅ Downloaded from PDB,KIBA
P08631,5H09,✅ Downloaded from PDB,KIBA
P08631,5H0B,✅ Downloaded from PDB,KIBA
P08631,5H0E,✅ Downloaded from PDB,KIBA
P08631,5H0G,✅ Downloaded from PDB,KIBA
P08631,5H0H,✅ Downloaded from PDB,KIBA
P08631,5HCK,✅ Downloaded from PDB,KIBA
P08631,5NUH,✅ Downloaded from PDB,KIBA
P08631,5ZJ6,✅ Downloaded from PDB,KIBA
P08631,8F2P,✅ Downloaded from PDB,KIBA
P08631,9BYJ,✅ Downloaded from PDB,KIBA
P09619,1GQ5,✅ Downloaded from PDB,KIBA
P09619,1H9O,✅ Downloaded from PDB,KIBA
P09619,1SHA,✅ Downloaded from PDB,KIBA
P09619,2IUI,✅ Downloaded from PDB,KIBA
P09619,2L6W,✅ Downloaded from PDB,KIBA
P09619,2PLD,✅ Downloaded from PDB,KIBA
P09619,2PLE,✅ Downloaded from PDB,KIBA
P09619,3MJG,✅ Downloaded from PDB,KIBA
P09769,7JT9,✅ Downloaded from PDB,KIBA
P09769,7UY0,✅ Downloaded from PDB,KIBA
P09769,7UY3,✅ Downloaded from PDB,KIBA
P10721,1PKG,✅ Downloaded from PDB,KIBA
P10721,1T45,✅ Downloaded from PDB,KIBA
P10721,1T46,✅ Downloaded from PDB,KIBA
P10721,2E9W,✅ Downloaded from PDB,KIBA
P10721,2EC8,✅ Downloaded from PDB,KIBA
P10721,2IUH,✅ Downloaded from PDB,KIBA
P10721,2VIF,✅ Downloaded from PDB,KIBA
P10721,3G0E,✅ Downloaded from PDB,KIBA
P10721,3G0F,✅ Downloaded from PDB,KIBA
P10721,4HVS,✅ Downloaded from PDB,KIBA
P10721,4K94,✅ Downloaded from PDB,KIBA
P10721,4K9E,✅ Downloaded from PDB,KIBA
P10721,4PGZ,✅ Downloaded from PDB,KIBA
P10721,4U0I,✅ Downloaded from PDB,KIBA
P10721,6GQJ,✅ Downloaded from PDB,KIBA
P10721,6GQK,✅ Downloaded from PDB,KIBA
P10721,6GQL,✅ Downloaded from PDB,KIBA
P10721,6GQM,✅ Downloaded from PDB,KIBA
P10721,6HH1,✅ Downloaded from PDB,KIBA
P10721,6ITT,✅ Downloaded from PDB,KIBA
P10721,6ITV,✅ Downloaded from PDB,KIBA
P10721,6KLA,✅ Downloaded from PDB,KIBA
P10721,6MOB,✅ Downloaded from PDB,KIBA
P10721,6XV9,✅ Downloaded from PDB,KIBA
P10721,6XVA,✅ Downloaded from PDB,KIBA
P10721,6XVB,✅ Downloaded from PDB,KIBA
P10721,7KHG,✅ Downloaded from PDB,KIBA
P10721,7KHJ,✅ Downloaded from PDB,KIBA
P10721,7KHK,✅ Downloaded from PDB,KIBA
P10721,7ZW8,✅ Downloaded from PDB,KIBA
P10721,7ZY6,✅ Downloaded from PDB,KIBA
P10721,8DFM,✅ Downloaded from PDB,KIBA
P10721,8DFP,✅ Downloaded from PDB,KIBA
P10721,8DFQ,✅ Downloaded from PDB,KIBA
P10721,8PQ9,✅ Downloaded from PDB,KIBA
P10721,8PQA,✅ Downloaded from PDB,KIBA
P10721,8PQB,✅ Downloaded from PDB,KIBA
P10721,8PQC,✅ Downloaded from PDB,KIBA
P10721,8PQD,✅ Downloaded from PDB,KIBA
P10721,8PQE,✅ Downloaded from PDB,KIBA
P10721,8PQF,✅ Downloaded from PDB,KIBA
P10721,8PQG,✅ Downloaded from PDB,KIBA
P11309,1XQZ,✅ Downloaded from PDB,KIBA
P11309,1XR1,✅ Downloaded from PDB,KIBA
P11309,1XWS,✅ Downloaded from PDB,KIBA
P11309,1YHS,✅ Downloaded from PDB,KIBA
P11309,1YI3,✅ Downloaded from PDB,KIBA
P11309,1YI4,✅ Downloaded from PDB,KIBA
P11309,1YWV,✅ Downloaded from PDB,KIBA
P11309,1YXS,✅ Downloaded from PDB,KIBA
P11309,1YXT,✅ Downloaded from PDB,KIBA
P11309,1YXU,✅ Downloaded from PDB,KIBA
P11309,1YXV,✅ Downloaded from PDB,KIBA
P11309,1YXX,✅ Downloaded from PDB,KIBA
P11309,2BIK,✅ Downloaded from PDB,KIBA
P11309,2BIL,✅ Downloaded from PDB,KIBA
P11309,2BZH,✅ Downloaded from PDB,KIBA
P11309,2BZI,✅ Downloaded from PDB,KIBA
P11309,2BZJ,✅ Downloaded from PDB,KIBA
P11309,2BZK,✅ Downloaded from PDB,KIBA
P11309,2C3I,✅ Downloaded from PDB,KIBA
P11309,2J2I,✅ Downloaded from PDB,KIBA
P11309,2O3P,✅ Downloaded from PDB,KIBA
P11309,2O63,✅ Downloaded from PDB,KIBA
P11309,2O64,✅ Downloaded from PDB,KIBA
P11309,2O65,"⚠️ PDB Exception: HTTPSConnectionPool(host='files.rcsb.org', port=443): Read timed out. (read timeout=10)",KIBA
P11309,2OBJ,✅ Downloaded from PDB,KIBA
P11309,2OI4,✅ Downloaded from PDB,KIBA
P11309,2XIX,✅ Downloaded from PDB,KIBA
P11309,2XIY,✅ Downloaded from PDB,KIBA
P11309,2XIZ,✅ Downloaded from PDB,KIBA
P11309,2XJ0,✅ Downloaded from PDB,KIBA
P11309,2XJ1,✅ Downloaded from PDB,KIBA
P11309,2XJ2,✅ Downloaded from PDB,KIBA
P11309,3A99,✅ Downloaded from PDB,KIBA
P11309,3BGP,✅ Downloaded from PDB,KIBA
P11309,3BGQ,✅ Downloaded from PDB,KIBA
P11309,3BGZ,✅ Downloaded from PDB,KIBA
P11309,3BWF,✅ Downloaded from PDB,KIBA
P11309,3C4E,✅ Downloaded from PDB,KIBA
P11309,3CXW,✅ Downloaded from PDB,KIBA
P11309,3CY2,"⚠️ PDB Exception: HTTPSConnectionPool(host='files.rcsb.org', port=443): Max retries exceeded with url: /download/3CY2.pdb (Caused by SSLError(SSLEOFError(8, '[SSL: UNEXPECTED_EOF_WHILE_READING] EOF occurred in violation of protocol (_ssl.c:1006)')))",KIBA
P11309,3CY3,✅ Downloaded from PDB,KIBA
P11309,3DCV,✅ Downloaded from PDB,KIBA
P11309,3F2A,✅ Downloaded from PDB,KIBA
P11309,3JPV,✅ Downloaded from PDB,KIBA
P11309,3JXW,✅ Downloaded from PDB,KIBA
P11309,3JY0,✅ Downloaded from PDB,KIBA
P11309,3JYA,✅ Downloaded from PDB,KIBA
P11309,3MA3,✅ Downloaded from PDB,KIBA
P11309,3QF9,✅ Downloaded from PDB,KIBA
P11309,3R00,✅ Downloaded from PDB,KIBA
P11309,3R01,✅ Downloaded from PDB,KIBA
P11309,3R02,✅ Downloaded from PDB,KIBA
P11309,3R04,✅ Downloaded from PDB,KIBA
P11309,3T9I,✅ Downloaded from PDB,KIBA
P11309,3UIX,✅ Downloaded from PDB,KIBA
P11309,3UMW,✅ Downloaded from PDB,KIBA
P11309,3UMX,✅ Downloaded from PDB,KIBA
P11309,3VBQ,✅ Downloaded from PDB,KIBA
P11309,3VBT,✅ Downloaded from PDB,KIBA
P11309,3VBV,✅ Downloaded from PDB,KIBA
P11309,3VBW,✅ Downloaded from PDB,KIBA
P11309,3VBX,✅ Downloaded from PDB,KIBA
P11309,3VBY,✅ Downloaded from PDB,KIBA
P11309,3VC4,✅ Downloaded from PDB,KIBA
P11309,3WE8,✅ Downloaded from PDB,KIBA
P11309,4A7C,✅ Downloaded from PDB,KIBA
P11309,4ALU,✅ Downloaded from PDB,KIBA
P11309,4ALV,✅ Downloaded from PDB,KIBA
P11309,4ALW,"⚠️ PDB Exception: HTTPSConnectionPool(host='files.rcsb.org', port=443): Read timed out. (read timeout=10)",KIBA
P11309,4AS0,✅ Downloaded from PDB,KIBA
P11309,4BZN,✅ Downloaded from PDB,KIBA
P11309,4BZO,✅ Downloaded from PDB,KIBA
P11309,4DTK,✅ Downloaded from PDB,KIBA
P11309,4ENX,✅ Downloaded from PDB,KIBA
P11309,4ENY,✅ Downloaded from PDB,KIBA
P11309,4GW8,✅ Downloaded from PDB,KIBA
P11309,4I41,✅ Downloaded from PDB,KIBA
P11309,4IAA,✅ Downloaded from PDB,KIBA
P11309,4JX3,✅ Downloaded from PDB,KIBA
P11309,4JX7,✅ Downloaded from PDB,KIBA
P11309,4K0Y,✅ Downloaded from PDB,KIBA
P11309,4K18,✅ Downloaded from PDB,KIBA
P11309,4K1B,✅ Downloaded from PDB,KIBA
P11309,4LL5,✅ Downloaded from PDB,KIBA
P11309,4LM5,✅ Downloaded from PDB,KIBA
P11309,4LMU,✅ Downloaded from PDB,KIBA
P11309,4MBI,✅ Downloaded from PDB,KIBA
P11309,4MBL,✅ Downloaded from PDB,KIBA
P11309,4MTA,✅ Downloaded from PDB,KIBA
P11309,4N6Y,✅ Downloaded from PDB,KIBA
P11309,4N6Z,✅ Downloaded from PDB,KIBA
P11309,4N70,✅ Downloaded from PDB,KIBA
P11309,4RBL,✅ Downloaded from PDB,KIBA
P11309,4RC2,✅ Downloaded from PDB,KIBA
P11309,4RC3,✅ Downloaded from PDB,KIBA
P11309,4RC4,✅ Downloaded from PDB,KIBA
P11309,4RPV,✅ Downloaded from PDB,KIBA
P11309,4TY1,"⚠️ PDB Exception: HTTPSConnectionPool(host='files.rcsb.org', port=443): Read timed out. (read timeout=10)",KIBA
P11309,4WRS,✅ Downloaded from PDB,KIBA
P11309,4WSY,✅ Downloaded from PDB,KIBA
P11309,4WT6,✅ Downloaded from PDB,KIBA
P11309,4XH6,✅ Downloaded from PDB,KIBA
P11309,4XHK,✅ Downloaded from PDB,KIBA
P11309,5C1Q,✅ Downloaded from PDB,KIBA
P11309,5DGZ,✅ Downloaded from PDB,KIBA
P11309,5DHJ,✅ Downloaded from PDB,KIBA
P11309,5DIA,✅ Downloaded from PDB,KIBA
P11309,5DWR,✅ Downloaded from PDB,KIBA
P11309,5EOL,✅ Downloaded from PDB,KIBA
P11309,5IIS,"⚠️ PDB Exception: HTTPSConnectionPool(host='files.rcsb.org', port=443): Read timed out. (read timeout=10)",KIBA
P11309,5IPJ,✅ Downloaded from PDB,KIBA
P11309,5KCX,✅ Downloaded from PDB,KIBA
P11309,5KGD,✅ Downloaded from PDB,KIBA
P11309,5KGE,✅ Downloaded from PDB,KIBA
P11309,5KGG,✅ Downloaded from PDB,KIBA
P11309,5KGI,✅ Downloaded from PDB,KIBA
P11309,5KGK,✅ Downloaded from PDB,KIBA
