Query,PubChem CID,Molecular Weight,Molecular Formula
CHEMBL1994318,49830648,526.7,C31H38N6O2
CHEMBL1994321,18450918,505.6,C25H23N5O3S2
CHEMBL1994361,49830440,480.5,C29H25FN4O2
CHEMBL1994438,49830315,342.8,C17H19ClN6
CHEMBL1994526,5711,247.34,C14H21N3O
CHEMBL1994538,24859013,333.27,C15H10F3N5O
CHEMBL1994555,49830902,265.31,C16H15N3O
CHEMBL1994638,11176299,375.4,C21H18FN5O
CHEMBL1994669,49830513,388.22,C15H14BrN7O
CHEMBL1994693,49830375,387.5,C21H17N5OS
CHEMBL1994724,49830717,338.4,C19H18N2O2S
CHEMBL1994808,15323455,196.21,C11H8N4
CHEMBL1994830,9946124,344.8,C15H9ClN4O2S
CHEMBL1994864,25205762,293.32,C17H15N3O2
CHEMBL1994938,49830628,482.4,C22H20BrN5OS
CHEMBL1994977,49830656,499.6,C29H33N5O3
CHEMBL1995172,49831016,235.08,C10H7BrN2
CHEMBL1995211,49830284,266.34,C16H18N4
CHEMBL199528,11645322,313.4,C17H19N3OS
CHEMBL1995391,49830835,190.25,C10H14N4
CHEMBL1995448,49830584,245.28,C12H15N5O
CHEMBL1995592,49831037,367.8,C18H14ClN5O2
CHEMBL1995712,49830329,427.9,C21H26ClN7O
CHEMBL1995736,49830558,350.4,C20H22N4O2
CHEMBL1995740,10317442,377.3,C20H15N3O5
CHEMBL1995765,459567,176.18,C8H8N4O
CHEMBL1995811,49830458,430.4,C23H16F2N6O
CHEMBL1995813,49830281,308.4,C17H20N6
CHEMBL1995832,49830610,440.4,C22H22F2N6O2
CHEMBL1995916,18870913,201.22,C11H11N3O
CHEMBL1995927,49830955,280.75,C13H17ClN4O
CHEMBL1996048,49830754,308.4,C18H20N4O
CHEMBL1996066,49830641,317.4,C17H11N5S
CHEMBL1996111,49830463,346.4,C19H18N6O
CHEMBL1996155,18458813,283.37,C17H21N3O
CHEMBL1996176,4625,210.23,C13H10N2O
CHEMBL1996208,672301,316.36,C15H20N6O2
CHEMBL1996234,11640390,421.5,C26H23N5O
CHEMBL1996255,49830355,393.4,C21H17F2N5O
CHEMBL1996345,49830643,295.4,C15H13N5S
CHEMBL1996390,49830794,255.29,C14H9NO2S
CHEMBL1996500,16050453,410.4,C21H20F2N6O
CHEMBL1996510,11851810,424.5,C24H20N6O2
CHEMBL1996543,49830435,361.4,C22H20FN3O
CHEMBL1996576,49830979,443.5,C24H24F3N3O2
CHEMBL1996587,49830960,410.4,C21H20F2N6O
CHEMBL1996604,135485273,340.4,C18H16N2O3S
CHEMBL1996646,49830943,426.9,C23H27ClN4O2
CHEMBL1996649,49830366,534.6,C28H31FN6O2S
CHEMBL1996702,10456958,460.5,C26H28N4O4
CHEMBL1996780,49830917,400.4,C24H20N2O4
CHEMBL1996791,49830624,359.17,C11H14IN5O
CHEMBL1996795,49830555,467.6,C25H26FN3O3S
CHEMBL1996817,49830455,267.33,C16H17N3O
CHEMBL1996831,4982682,279.3,C18H17NO2
CHEMBL1996837,49831039,210.26,C8H10N4OS
CHEMBL1996923,417428,188.01,C6H3Cl2N3
CHEMBL1996931,49830497,366.8,C21H19ClN2O2
CHEMBL1996979,49830278,349.3,C20H13F2N3O
CHEMBL1996980,49830308,413.9,C20H24ClN7O
CHEMBL1997007,49830532,323.4,C18H21N5O
CHEMBL1997023,13084523,265.29,C11H11N3O3S
CHEMBL1997025,16665630,338.4,C19H19FN4O
CHEMBL1997041,49830888,227.24,C13H10FN3
CHEMBL1997051,49830414,611.7,C32H27F2N7O2S
CHEMBL1997119,49830941,209.25,C13H11N3
CHEMBL1997129,49830880,315.4,C20H17N3O
CHEMBL1997193,49830869,387.3,C17H11BrN2O2S
CHEMBL1997197,49830644,339.4,C17H17N5OS
CHEMBL1997275,3661799,290.3,C18H14N2O2
CHEMBL1997335,2876406,334.4,C20H18N2O3
CHEMBL1997340,49830467,312.32,C16H16N4O3
CHEMBL1997349,6303347,476.3,C24H15Cl2N5O2
CHEMBL1997503,49830737,441.9,C23H24ClN3O4
CHEMBL1997534,49830589,405.5,C23H23N3O2S
CHEMBL199755,44406074,325.4,C18H19N3OS
CHEMBL1997597,49830445,316.4,C15H16N4O2S
CHEMBL1997611,23295827,373.32,C16H15N5O6
CHEMBL1997617,6539952,482.6,C29H34N6O
CHEMBL1997623,11292807,411.4,C21H16F3N5O
CHEMBL1997759,46435372,344.4,C20H16N4O2
CHEMBL1997764,49830288,343.4,C21H17N3O2
CHEMBL1997822,18450667,433.5,C23H19N3O2S2
CHEMBL1997846,49830282,327.8,C17H18ClN5
CHEMBL1997872,49830767,307.3,C18H17N3O2
CHEMBL1997892,49830909,440.8,C19H13ClF4N4O2
CHEMBL1997909,49830412,516.6,C30H24N6OS
CHEMBL1997924,49830886,362.5,C19H18N6S
CHEMBL1998112,10110877,389.4,C21H19N5O3
CHEMBL1998121,23570850,363.2,C17H16Cl2N4O
CHEMBL1998159,49830966,427.4,C22H20F3N5O
CHEMBL1998193,3089072,356.4,C18H24N6O2
CHEMBL1998253,112928,186.25,C12H14N2
CHEMBL1998414,49830761,319.8,C15H14ClN3OS
CHEMBL1998432,49830294,342.8,C17H19ClN6
CHEMBL1998435,49830964,265.31,C16H15N3O
CHEMBL1998470,49830327,314.77,C16H15ClN4O
CHEMBL1998477,49830732,392.4,C20H16N4O3S
CHEMBL1998545,49830503,332.4,C21H20N2O2
CHEMBL1998551,25167971,396.4,C20H18F2N6O
CHEMBL1998585,9868229,447.4,C20H13F4N5OS
CHEMBL1998611,49830895,305.58,C9H6BrClN2OS
CHEMBL1998680,49830660,514.6,C29H30N4O5
CHEMBL1998829,49830290,347.8,C20H14ClN3O
CHEMBL1998953,22484544,278.35,C17H18N4
CHEMBL1999112,3449643,409.4,C20H15N3O5S
CHEMBL1999120,49830971,193.20,C9H11N3O2
CHEMBL1999126,90661076,407.4,C24H17N5O2
CHEMBL1999321,11646704,385.4,C23H19N3O3
CHEMBL1999414,49830346,530.7,C29H34N6O2S
CHEMBL1999428,49830488,302.4,C20H18N2O
CHEMBL1999484,10022738,381.5,C19H23N7S
CHEMBL1999496,23996921,342.4,C23H22N2O
CHEMBL1999506,49830667,527.6,C30H33N5O4
CHEMBL1999556,18516349,254.31,C14H10N2OS
CHEMBL1999590,3133620,344.4,C19H16N6O
CHEMBL1999714,19934548,224.26,C14H12N2O
CHEMBL1999718,49830699,357.29,C17H10F3N5O
CHEMBL1999749,22557045,544.6,C34H32N4O3
CHEMBL1999774,49830891,336.77,C15H17ClN4O3
CHEMBL1999811,4121107,329.34,C14H11N5O3S
CHEMBL1999918,49830790,369.19,C14H7BrF2N2OS
CHEMBL1999931,25164676,394.4,C23H18N6O
CHEMBL2000029,49830443,380.4,C23H20N6
CHEMBL2000071,49830289,268.31,C15H16N4O
CHEMBL2000078,49830413,631.7,C35H33N7O3S
CHEMBL2000104,49830795,346.4,C16H14N2O3S2
CHEMBL2000114,49830456,238.31,C10H14N4OS
CHEMBL2000271,22607336,372.5,C23H24N4O
CHEMBL2000335,49830354,389.5,C21H19N5OS
CHEMBL2000345,2858816,384.2,C18H14BrN3O2
CHEMBL2000354,135444250,326.4,C17H14N2O3S
CHEMBL2000393,49831024,420.4,C21H14F2N6O2
CHEMBL2000408,49830613,438.5,C23H24F2N6O
CHEMBL2000429,49830612,468.5,C24H26F2N6O2
CHEMBL2000433,3653771,265.31,C15H15N5
CHEMBL2000481,49830818,463.5,C23H21N5O4S
CHEMBL2000508,19022684,295.3,C16H10FN3S
CHEMBL2000568,49830622,236.27,C15H12N2O
CHEMBL2000652,11383888,395.8,C20H15ClFN5O
CHEMBL2000685,136027061,708.8,C32H40N18O2
CHEMBL2000724,136027080,326.4,C20H14N4O
CHEMBL2000801,49830386,431.4,C21H13F4N3OS
CHEMBL2000832,49830569,483.5,C28H22FN3O4
CHEMBL2000879,49830975,198.26,C13H14N2
CHEMBL2000894,49830915,386.4,C22H18N4O3
CHEMBL2000934,49830688,360.3,C18H15F3N4O
CHEMBL2001019,17754438,372.4,C19H16N8O
CHEMBL2001149,49830856,450.5,C26H18N4O2S
CHEMBL2001224,49830838,371.8,C18H18ClN5O2
CHEMBL2001228,49830400,626.1,C32H25ClFN7O2S
CHEMBL2001239,49830987,438.8,C18H14ClF3N6O2
CHEMBL2001257,11306240,483.6,C28H29N5OS
CHEMBL2001288,49831041,393.14,C10H12IN5O4
CHEMBL2001398,49830453,352.4,C20H24N4O2
CHEMBL2001451,49830651,526.7,C31H38N6O2
CHEMBL2001477,49830495,303.4,C19H17N3O
CHEMBL2001485,49830348,539.7,C29H29N7O2S
CHEMBL2001539,13452859,176.24,C9H8N2S
CHEMBL2001547,25016361,424.4,C22H22F2N6O
CHEMBL2001584,49831007,595.7,C34H37N5O5
CHEMBL2001613,21609265,213.03,C7H5BrN2O
CHEMBL2001641,44186879,243.26,C12H13N5O
CHEMBL2001646,25101956,526.6,C35H30N2O3
CHEMBL2001668,135741883,337.12,C12H8IN3O
CHEMBL2001751,49830601,476.5,C29H24N4O3
CHEMBL2001920,1268887,341.2,C11H5BrN2O2S2
CHEMBL2001923,49830953,675.7,C39H32F3N5O3
CHEMBL2001957,49830608,490.5,C23H22F4N6O2
CHEMBL2001987,49830692,368.26,C16H9F5N4O
CHEMBL2001998,49830639,457.5,C25H27N7O2
CHEMBL2002099,17754772,306.4,C17H18N6
CHEMBL2002105,9834334,213.03,C6H5BrN4
CHEMBL2002165,49830365,502.6,C26H23FN6O2S
CHEMBL2002182,17856673,211.22,C12H9N3O
CHEMBL2002202,49830492,243.69,C14H10ClNO
CHEMBL2002240,49830858,302.3,C18H14N4O
CHEMBL2002322,49830792,390.3,C16H8F6N2OS
CHEMBL2002323,49830863,242.25,C13H11FN4
CHEMBL2002346,11565683,301.3,C18H15N5
CHEMBL2002373,49830879,279.34,C17H17N3O
CHEMBL2002407,2868675,281.27,C14H11N5O2
CHEMBL2002432,49830726,311.4,C16H17N5S
CHEMBL2002446,49830636,458.6,C27H30N4OS
CHEMBL2002450,49830968,240.26,C14H12N2O2
CHEMBL2002479,49830537,448.9,C24H21ClN4O3
CHEMBL2002480,49830949,211.22,C11H9N5
CHEMBL2002553,135741685,210.21,C8H6N2O3S
CHEMBL2002586,25016188,401.9,C19H20ClN5OS
CHEMBL2002599,44247753,376.4,C20H20N6O2
CHEMBL2002613,49830465,454.5,C25H22N6O3
CHEMBL2002649,24906268,241.24,C13H11N3O2
CHEMBL2002660,49830649,499.6,C29H33N5O3
CHEMBL2002682,49830851,600.1,C35H38ClN3O4
CHEMBL2002690,49830911,361.4,C20H15N3O2S
CHEMBL2002702,123015,238.28,C15H14N2O
CHEMBL2002723,49831032,268.27,C13H12N6O
CHEMBL2002726,20744853,358.4,C22H22N4O
CHEMBL2002736,49830788,235.28,C12H17N3O2
CHEMBL2002992,9820195,286.37,C16H22N4O
CHEMBL2003229,49830447,253.30,C14H15N5
CHEMBL2003271,49830554,399.7,C16H9Cl3N2O2S
CHEMBL2003286,233113,251.26,C11H9NO4S
CHEMBL2003341,49830480,387.3,C20H16Cl2N2O2
CHEMBL2003420,3099034,384.5,C20H28N6O2
CHEMBL2003456,49830383,211.22,C12H9N3O
CHEMBL2003482,9814156,275.73,C14H14ClN3O
CHEMBL2003514,49830709,334.4,C19H18N4O2
CHEMBL2003524,23829003,286.28,C15H14N2O4
CHEMBL2003638,49830460,412.4,C23H17FN6O
CHEMBL2003657,24952850,455.5,C21H18FN5O2S2
CHEMBL2003682,136027082,314.29,C16H12F2N4O
CHEMBL2003689,49830662,485.5,C28H27N3O5
CHEMBL2003768,49830883,339.3,C18H17N3O4
CHEMBL2003785,6455415,243.24,C12H10FN5
CHEMBL200381,9549300,404.8,C21H14ClFN6
CHEMBL2003817,24858860,333.27,C15H10F3N5O
CHEMBL2004025,18189414,425.5,C19H23NO8S
CHEMBL2004033,12284431,213.03,C7H5BrN2O
CHEMBL2004072,49830796,287.31,C15H10FNO2S
CHEMBL2004118,49830769,357.8,C18H20ClN5O
CHEMBL2004159,49830506,320.3,C18H16N4O2
CHEMBL2004290,46223479,528.6,C28H28N6O3S
CHEMBL2004311,21907506,385.5,C24H23N3O2
CHEMBL2004355,44611456,375.4,C16H17N5O4S
CHEMBL2004365,4458892,459.6,C20H17N3O4S3
CHEMBL2004419,49830799,423.5,C22H19F2N5S
CHEMBL2004438,49830384,423.4,C22H16F3N5O
CHEMBL2004447,3155438,312.34,C17H17FN4O
CHEMBL2004513,49830578,344.4,C21H16N2O3
CHEMBL2004515,49830811,239.23,C13H9N3O2
CHEMBL2004544,49830882,373.4,C18H15NO6S
CHEMBL2004615,11299662,249.29,C10H11N5OS
CHEMBL2004631,25165086,330.4,C19H18N6
CHEMBL2004637,49830645,498.6,C29H34N6O2
CHEMBL2004647,9977114,381.22,C15H17BrN4O3
CHEMBL2004692,5031818,380.4,C16H12N8O2S
CHEMBL2004716,49830364,542.7,C30H34N6O2S
CHEMBL2004771,49830540,341.4,C21H15N3O2
CHEMBL2004871,49830878,297.33,C17H16FN3O
CHEMBL2004872,49830826,333.4,C20H19N3O2
CHEMBL2004887,49830633,210.23,C12H10N4
CHEMBL2004892,49830444,302.35,C14H14N4O2S
CHEMBL2004934,49830484,350.4,C21H19FN2O2
CHEMBL2005112,6017349,486.3,C24H16BrN5O2
CHEMBL2005186,11950170,452.5,C26H24N6O2
CHEMBL2005216,49830335,420.9,C18H21ClN6O2S
CHEMBL2005375,49830534,506.6,C28H38N6O3
CHEMBL2005449,49830992,314.77,C15H15ClN6
CHEMBL2005475,49830758,339.5,C19H21N3OS
CHEMBL2005478,49830675,357.20,C16H13BrN4O
CHEMBL2005482,49830409,622.1,C33H28ClN7O2S
CHEMBL2005509,49830304,399.9,C19H22ClN7O
CHEMBL2005528,49830944,258.27,C14H14N2O3
CHEMBL2005548,49830884,487.3,C23H20Cl2N4O4
CHEMBL2005631,49830357,449.5,C23H20FN5O2S
CHEMBL2005699,49830661,471.5,C27H25N3O5
CHEMBL2005718,49830299,365.8,C15H16ClN5O2S
CHEMBL2005792,49830617,422.5,C22H23FN6O2
CHEMBL2005828,9950716,359.4,C20H17N5O2
CHEMBL2005886,135398504,480.0,C25H26ClN5O3
CHEMBL2005899,22413670,315.37,C17H21N3O3
CHEMBL2005936,49830459,436.5,C26H24N6O
CHEMBL2006010,49830694,401.2,C16H9Cl2F3N4O
CHEMBL2006156,5018815,404.5,C23H24N4O3
CHEMBL2006188,49830487,404.5,C24H28N4O2
CHEMBL2006237,23433004,393.5,C21H27N7O
CHEMBL2006263,49830739,328.4,C16H16N4O2S
CHEMBL2006276,49830552,332.4,C19H16N4O2
CHEMBL2006299,11537005,318.4,C20H18N2O2
CHEMBL2006439,49830279,327.8,C17H18ClN5
CHEMBL2006450,49830337,328.8,C17H17ClN4O
CHEMBL2006456,49830305,398.9,C21H27ClN6
CHEMBL2006481,25164885,296.32,C16H16N4O2
CHEMBL2006493,49831031,282.21,C14H9F3O3
CHEMBL2006564,49830764,351.4,C18H21N7O
CHEMBL2006567,49830859,258.30,C12H10N4OS
CHEMBL2006580,15745967,277.73,C12H8ClN3OS
CHEMBL2006581,49830932,384.8,C15H17ClN4O4S
CHEMBL2006631,49830572,393.5,C21H19N3O3S
CHEMBL2006674,16048554,396.5,C21H28N6O2
CHEMBL2006715,49830407,607.6,C32H23F2N7O2S
CHEMBL2006765,16129448,392.4,C18H19F3N6O
CHEMBL2006778,49830816,380.4,C20H17FN4OS
CHEMBL2006785,49830594,361.2,C17H10Cl2N2OS
CHEMBL2006836,5895068,451.4,C25H17N5O4
CHEMBL2006933,49831012,242.30,C13H10N2OS
CHEMBL2007002,49830588,359.4,C21H17N3O3
CHEMBL2007044,49830635,367.4,C23H21N5
CHEMBL2007064,206042,310.3,C18H18N2O3
CHEMBL2007073,46945263,485.6,C28H31N5O3
CHEMBL2007097,25224338,167.19,C6H5N3OS
CHEMBL2007124,49830427,374.3,C18H13F3N4O2
CHEMBL2007138,12553292,222.63,C10H7ClN2O2
CHEMBL2007151,9956874,481.6,C30H35N5O
CHEMBL2007266,49830908,498.6,C28H27FN6O2
CHEMBL2007296,49830490,360.4,C23H24N2O2
CHEMBL2007372,49830619,421.5,C22H24FN7O
CHEMBL2007375,49830697,370.3,C19H13F3N4O
CHEMBL2007421,49831044,391.8,C17H19ClFN7O
CHEMBL2007479,49830954,275.37,C14H17N3OS
CHEMBL2007559,49830765,409.4,C18H18F3N5OS
CHEMBL2007574,49830285,245.67,C11H8ClN5
CHEMBL2007592,136027068,322.4,C17H14N4OS
CHEMBL2007603,49830686,350.27,C16H10F4N4O
CHEMBL2010872,11751922,477.6,C28H27N7O
CHEMBL201307,9916282,580.7,C29H33FN6O4S
CHEMBL201511,11530963,378.4,C21H18N2O5
CHEMBL2017214,53348216,422.6,C21H26N8S
CHEMBL202635,23646814,400.9,C19H21ClN6O2
CHEMBL202721,9914412,513.6,C29H31N5O4
CHEMBL2029060,70683609,770.7,C35H38N4O16
CHEMBL202930,10125830,332.4,C20H16N2O3
CHEMBL2029988,56846693,517.5,C24H22F3N5O5
CHEMBL2031893,56604907,528.5,C29H25FN4O5
CHEMBL2035810,53341082,477.9,C23H20ClN7O3
CHEMBL2036343,56832546,294.4,C17H14N2OS
CHEMBL2042135,56947170,490.5,C24H25F3N4O2S
CHEMBL204420,44410960,458.9,C22H24ClFN6O2
CHEMBL2046643,24995659,407.4,C20H24F3N5O
CHEMBL2046883,57412684,537.7,C25H27N7O3S2
CHEMBL2048912,44229839,522.0,C25H24ClN7O2S
CHEMBL2063926,66552478,505.7,C26H35N9S
CHEMBL2064666,57325421,539.1,C28H35ClN6O3
CHEMBL206783,44410717,443.9,C22H23ClFN5O2
CHEMBL206955,11532048,429.9,C21H21ClFN5O2
CHEMBL207037,44410829,415.8,C20H19ClFN5O2
CHEMBL2071201,68783839,404.26,C16H18BrN7O
CHEMBL207130,11620055,487.0,C24H28ClFN6O2
CHEMBL2071457,66553589,478.3,C22H22Cl2FN5O2
CHEMBL207235,44410869,459.9,C22H23ClFN5O3
CHEMBL207246,44410851,415.8,C20H19ClFN5O2
CHEMBL207253,23647212,305.76,C15H16ClN3O2
CHEMBL207400,23647201,317.65,C12H7ClF3N3O2
CHEMBL207445,11691173,461.9,C22H25ClFN5O3
CHEMBL207544,23647573,418.5,C27H22N4O
CHEMBL207584,11495680,429.9,C21H21ClFN5O2
CHEMBL207674,44410720,445.9,C21H21ClFN5O3
CHEMBL207687,11596881,417.9,C20H21ClFN5O2
CHEMBL207718,11532676,458.9,C22H24ClFN6O2
CHEMBL207815,11526238,503.0,C24H28ClFN6O3
CHEMBL207995,23646813,331.71,C14H10ClN5O3
CHEMBL208048,44410949,445.9,C22H25ClFN5O2
CHEMBL208286,11373886,433.9,C20H21ClFN5O3
CHEMBL208637,11715520,220.23,C10H12N4O2
CHEMBL2086760,67161540,448.0,C25H26ClN5O
CHEMBL209148,11467730,623.8,C32H41N5O4S2
CHEMBL209534,11846126,297.31,C15H15N5O2
CHEMBL210032,11658882,252.27,C14H12N4O
CHEMBL210390,15604547,409.5,C25H23N5O
CHEMBL210618,11624601,356.4,C18H20N4O4
CHEMBL210887,44412343,340.33,C17H16N4O4
CHEMBL210928,11590363,443.9,C18H22ClN3O6S
CHEMBL210963,11539329,434.5,C19H22N4O6S
CHEMBL211003,11661959,431.9,C21H23ClFN5O2
CHEMBL2111784,10390073,472.6,C28H29FN4S
CHEMBL211378,10067064,360.4,C19H16N6O2
CHEMBL21156,5494425,309.3,C18H16FN3O
CHEMBL212084,44414322,318.4,C18H14N4S
CHEMBL212382,10247543,354.4,C19H16F2N4O
CHEMBL212968,9999342,372.3,C19H15F3N4O
CHEMBL213207,11645208,307.4,C18H21N5
CHEMBL213423,10473563,358.3,C18H13F3N4O
CHEMBL213451,23647330,323.32,C17H14FN5O
CHEMBL213505,10409523,414.3,C19H13F3N6O2
CHEMBL213618,16043304,436.4,C19H19Cl2N5OS
CHEMBL213743,44414347,350.5,C20H22N4S
CHEMBL214198,23647348,339.3,C18H15F2N5
CHEMBL214253,4369491,328.3,C20H12N2O3
CHEMBL214329,23646624,390.5,C23H30N6
CHEMBL2148053,71452977,734.7,C32H33Cl2N5O7S2
CHEMBL2151321,59627005,381.4,C19H20FN7O
CHEMBL2152252,56955954,453.9,C18H14ClF2N5O3S
CHEMBL2152253,60155724,449.9,C19H17ClFN5O3S
CHEMBL215652,23647319,356.8,C18H14ClFN4O
CHEMBL215803,16046126,403.4,C22H21N5O3
CHEMBL215943,16086114,535.6,C29H28F3N5O2
CHEMBL2163772,51000510,277.27,C17H11NO3
CHEMBL217090,10301884,527.0,C27H31ClN4O5
CHEMBL217092,10302451,542.0,C27H32ClN5O5
CHEMBL2171124,53469448,451.4,C24H20F3N5O
CHEMBL2178352,54760383,468.6,C27H32N8
CHEMBL219722,11244819,343.4,C20H17N5O
CHEMBL220057,11314310,357.4,C21H19N5O
CHEMBL220241,16095342,570.6,C29H30N8O5
CHEMBL2204532,25206346,579.0,C28H24ClFN6O3S
CHEMBL2205426,71455860,414.5,C23H22N6O2
CHEMBL2205766,44557921,346.4,C15H18N6O2S
CHEMBL2206666,57505528,398.3,C20H13F3N4O2
CHEMBL2208034,57991377,444.5,C25H28N6O2
CHEMBL221536,9840393,328.4,C20H12N2OS
CHEMBL223257,11784520,463.9,C20H22ClN5O6
CHEMBL223367,11362471,431.9,C20H22ClN5O4
CHEMBL223460,11397177,466.9,C18H19ClN6O5S
CHEMBL223971,11590078,431.5,C23H21N5O2S
CHEMBL225088,11454205,470.6,C24H38N8O2
CHEMBL225519,11715767,213.23,C12H11N3O
CHEMBL226403,10389239,340.4,C21H16N4O
CHEMBL226471,11992146,307.3,C18H14FN3O
CHEMBL230232,17758019,472.7,C19H12BrClFN7
CHEMBL230654,17758239,469.3,C23H19Cl2FN6
CHEMBL230761,17758574,485.7,C21H15BrClFN6
CHEMBL2311100,71716081,636.5,C27H24O18
CHEMBL231209,18451372,378.4,C20H15FN4OS
CHEMBL2312185,71300299,420.5,C21H24N8S
CHEMBL2312290,71552696,510.6,C27H38N6O4
CHEMBL2312301,70789756,466.6,C25H34N6O3
CHEMBL2312303,71552941,505.4,C24H30Cl2N6O2
CHEMBL2312304,71552942,507.4,C23H28Cl2N6O3
CHEMBL2312645,71553011,438.6,C24H34N6O2
CHEMBL2312646,71553012,477.4,C23H30Cl2N6O
CHEMBL2312649,71553085,520.5,C25H35Cl2N7O
CHEMBL2312652,71553152,481.4,C21H26Cl2N6O3
CHEMBL2312654,71553154,461.4,C22H26Cl2N6O
CHEMBL231568,11620410,508.0,C26H26ClN5O4
CHEMBL23254,448991,432.9,C20H25ClN6O3
CHEMBL2326002,53354074,418.9,C20H24ClFN6O
CHEMBL232601,16664858,401.5,C23H19N3O2S
CHEMBL233001,766949,332.4,C20H16N2OS
CHEMBL23327,456214,388.9,C19H25ClN6O
CHEMBL2332840,71575642,448.8,C19H12ClF3N6O2
CHEMBL2333365,59604787,455.5,C23H22FN3O4S
CHEMBL2333445,71568837,339.4,C18H17N3O2S
CHEMBL2338333,2132479,291.3,C18H17N3O
CHEMBL2338334,71718330,293.4,C18H19N3O
CHEMBL234085,9818231,312.37,C16H20N6O
CHEMBL2347053,5703619,332.3,C18H12N4O3
CHEMBL2348417,71583657,508.0,C25H22ClN5O3S
CHEMBL235157,17754396,334.4,C19H18N4O2
CHEMBL235345,135611170,371.5,C22H17N3OS
CHEMBL237570,24180608,467.6,C28H25N3O2S
CHEMBL242237,16058637,321.33,C17H15N5O2
CHEMBL242753,136060555,458.5,C29H22N4O2
CHEMBL242865,23647262,351.32,C17H13N5O4
CHEMBL243088,23647251,322.32,C17H14N4O3
CHEMBL243298,23647255,324.31,C17H13FN4O2
CHEMBL243518,23647258,338.3,C18H15FN4O2
CHEMBL244378,23647264,346.3,C18H14N6O2
CHEMBL245212,17758240,410.8,C20H13ClF2N6
CHEMBL245377,16747696,523.6,C30H29N5O2S
CHEMBL245769,44440254,455.5,C26H21N3O3S
CHEMBL245968,44440256,499.6,C28H25N3O4S
CHEMBL246166,44440259,469.5,C26H19N3O4S
CHEMBL246356,17748275,528.5,C25H20F4N6O3
CHEMBL246970,16727123,404.9,C19H25ClN6O2
CHEMBL248757,44444843,471.9,C20H18ClN7O3S
CHEMBL249097,25138012,335.4,C18H17N5O2
CHEMBL249282,44442347,387.4,C22H21N5O2
CHEMBL253292,24882503,489.4,C23H26Cl2N6O2
CHEMBL253969,9811611,532.4,C20H24BrF2N5O3S
CHEMBL256835,5166,368.4,C20H21FN4O2
CHEMBL259850,448014,308.32,C12H12N4O4S
CHEMBL259922,16730109,411.4,C22H17N7O2
CHEMBL260092,15941246,441.4,C21H18F3N7O
CHEMBL260135,6263849,287.32,C17H13N5
CHEMBL261720,5330812,425.4,C15H13F2N7O2S2
CHEMBL262433,16043242,394.4,C19H15FN6OS
CHEMBL262623,10705154,239.28,C13H13N5
CHEMBL263188,44378581,1105.3,C45H76N20O11S
CHEMBL263225,44378516,1113.3,C42H84N26O10
CHEMBL264406,4877,317.4,C19H19N5
CHEMBL26501,127757,452.5,C28H28N4O2
CHEMBL265315,9910164,423.0,C20H31ClN6O2
CHEMBL265502,5361,1297.3,C51H40N6O23S6
CHEMBL265876,44378540,1063.2,C42H70N20O11S
CHEMBL266255,10450849,355.4,C22H17N3O2
CHEMBL266487,2399,327.3,C20H13N3O2
CHEMBL266969,10450005,341.4,C20H27N3O2
CHEMBL267019,10406267,361.3,C20H15N3O4
CHEMBL267869,10407341,379.4,C22H13N5O2
CHEMBL267941,10360971,357.4,C22H19N3O2
CHEMBL268368,5327723,325.3,C20H11N3O2
CHEMBL268441,10361853,371.4,C22H17N3O3
CHEMBL268868,1697,329.4,C20H15N3O2
CHEMBL269538,5280953,212.25,C13H12N2O
CHEMBL271190,24807809,547.6,C29H41NO9
CHEMBL271381,11856204,453.3,C21H17BrN4O3
CHEMBL271441,11494558,376.4,C20H17FN6O
CHEMBL272453,11407183,408.8,C21H17ClN4O3
CHEMBL272888,16118737,589.6,C31H30F3N7O2
CHEMBL272938,11544961,358.4,C20H18N6O
CHEMBL273187,11624999,376.4,C20H17FN6O
CHEMBL273547,44269518,248.28,C15H12N4
CHEMBL274064,5164,338.4,C18H19FN6
CHEMBL275224,64961,168.19,C11H8N2
CHEMBL277008,44273560,608.6,C29H28N4O11
CHEMBL27852,9850467,547.7,C29H37N7O2S
CHEMBL278819,4199,298.4,C17H22N4O
CHEMBL279405,135402873,309.4,C18H19N3O2
CHEMBL280069,10061448,266.29,C16H14N2O2
CHEMBL280074,4592,298.34,C15H18N6O
CHEMBL281470,5092865,276.29,C17H12N2O2
CHEMBL281872,5329032,459.3,C19H16BrFN6O2
CHEMBL281957,9869943,484.4,C25H27Cl2N5O
CHEMBL282830,9937406,548.7,C28H36N8O2S
CHEMBL284436,44278104,436.0,C21H34ClN7O
CHEMBL28509,1392,523.7,C27H58NO6P
CHEMBL28641,452114,587.7,C27H58INO2S
CHEMBL28657,14654646,452.6,C23H50BrNO2
CHEMBL288273,3002104,934.6,C41H26O26
CHEMBL28893,467804,468.6,C23H50BrNOS
CHEMBL289369,460897,326.25,C14H14O9
CHEMBL289959,324081,221.26,C14H11N3
CHEMBL290632,169853,866.8,C45H38O18
CHEMBL291126,9932061,423.4,C25H17N3O4
CHEMBL29197,4705,360.20,C16H14BrN3O2
CHEMBL291975,10940039,500.6,C32H28N4O2
CHEMBL293338,44299157,471.5,C28H29N3O4
CHEMBL293750,44299145,481.5,C29H27N3O4
CHEMBL294653,44299187,467.5,C28H25N3O4
CHEMBL295132,468758,584.4,C28H23Cl2N3O7
CHEMBL296586,3820,327.17,C16H11BrN2O
